intent,question,normalized_question,status,reason,response_text,http_status,error
ask_student_predicted_job_role (18 variations),What job will I get?,What job will I get?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),Predicted role for me,Predicted role for me,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),My ideal job role,My ideal job role,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What position should I target?,What position should I target?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What role matches my profile?,What role matches my profile?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),Recommended role for me,Recommended role for me,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),Software engineer role prediction,Software engineer role prediction,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What job role am I most likely to get?,What job role am I most likely to get?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What role does the model predict for me?,What role does the model predict for me?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),Which job position suits my profile?,Which job position suits my profile?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What role can I expect during placements?,What role can I expect during placements?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What job title is predicted for me?,What job title is predicted for me?,answered,dry-run,,0,
ask_student_predicted_job_role (18 variations),What position might I get placed in?,What position might I get placed in?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What salary will I get?,What salary will I get?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What's my predicted salary?,What's my predicted salary?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),Predict my salary,Predict my salary,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What package can I expect?,What package can I expect?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What CTC will I get?,What CTC will I get?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),Salary prediction for me,Salary prediction for me,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What salary range fits me?,What salary range fits me?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),My expected salary,My expected salary,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What package should I expect?,What package should I expect?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),Give me my salary prediction,Give me my salary prediction,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What minimum salary will I get?,What minimum salary will I get?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What maximum salary is possible?,What maximum salary is possible?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),My salary range,My salary range,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),Expected LPA for me,Expected LPA for me,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What salary package can I expect?,What salary package can I expect?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What is my predicted salary in LPA?,What is my predicted salary in LPA?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What package should I expect during placement?,What package should I expect during placement?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What is the estimated salary offered to me?,What is the estimated salary offered to me?,answered,dry-run,,0,
ask_student_predicted_salary (19 variations),What is my expected salary range?,What is my expected salary range?,answered,dry-run,,0,
ask_student_profile_summary (12 variations),Show my profile,Show my profile,answered,dry-run,,0,
ask_student_profile_summary (12 variations),What is my profile summary?,What is my profile summary?,answered,dry-run,,0,
ask_student_profile_summary (12 variations),Get my profile details,Get my profile details,answered,dry-run,,0,
ask_student_profile_summary (12 variations),Show my overall profile,Show my overall profile,answered,dry-run,,0,
ask_student_profile_summary (12 variations),My profile analysis,My profile analysis,answered,dry-run,,0,
ask_student_profile_summary (12 variations),Give me my profile report,Give me my profile report,answered,dry-run,,0,
ask_student_profile_summary (12 variations),What does my profile look like?,What does my profile look like?,answered,dry-run,,0,
ask_student_profile_summary (12 variations),Summarize my profile,Summarize my profile,answered,dry-run,,0,
ask_student_profile_summary (12 variations),My complete profile,My complete profile,answered,dry-run,,0,
ask_student_profile_summary (12 variations),Profile evaluation,Profile evaluation,answered,dry-run,,0,
ask_student_profile_summary (12 variations),Overall assessment of my profile,Overall assessment of my profile,answered,dry-run,,0,
ask_student_profile_summary (12 variations),My student profile,My student profile,answered,dry-run,,0,
ask_top_paying_templates (2 variations),Top 5 highest paying companies,Top 5 highest paying companies,answered,dry-run,,0,
ask_top_paying_templates (2 variations),Top 3 highest paying companies,Top 3 highest paying companies,answered,dry-run,,0,
ask_training_schedule (6 variations),When is training?,When is training?,answered,dry-run,,0,
ask_training_schedule (6 variations),training schedule,training schedule,answered,dry-run,,0,
ask_training_schedule (6 variations),placement training timings,placement training timings,answered,dry-run,,0,
ask_training_schedule (6 variations),when does CRT start?,when does CRT start?,answered,dry-run,,0,
ask_training_schedule (6 variations),training timing,training timing,answered,dry-run,,0,
ask_training_schedule (6 variations),training days,training days,answered,dry-run,,0,
compare_companies (16 variations),Which company offers higher salary: [Amazon](company) or [Google](company)?,Which company offers higher salary: Amazon or Google?,answered,dry-run,,0,
compare_companies (16 variations),Which company is easier: [TCS](company) or [Infosys](company)?,Which company is easier: TCS or Infosys?,answered,dry-run,,0,
compare_companies (16 variations),Which company requires higher CGPA: [Microsoft](company) or [Adobe](company)?,Which company requires higher CGPA: Microsoft or Adobe?,answered,dry-run,,0,
compare_companies (16 variations),Which company is better for freshers: [Accenture](company) or [Wipro](company)?,Which company is better for freshers: Accenture or Wipro?,answered,dry-run,,0,
compare_companies (16 variations),Compare [Amazon](company) and [Microsoft](company),Compare Amazon and Microsoft,answered,dry-run,,0,
compare_companies (16 variations),Compare [Google](company) and [Adobe](company),Compare Google and Adobe,answered,dry-run,,0,
compare_companies (16 variations),Compare [Infosys](company) and [TCS](company),Compare Infosys and TCS,answered,dry-run,,0,
compare_companies (16 variations),Compare [Zoho](company) and [IBM](company),Compare Zoho and IBM,answered,dry-run,,0,
compare_companies (16 variations),Compare [Accenture](company) and [Cognizant](company),Compare Accenture and Cognizant,answered,dry-run,,0,
compare_companies (16 variations),Compare [Wipro](company) and [Capgemini](company),Compare Wipro and Capgemini,answered,dry-run,,0,
compare_companies (16 variations),[Google](company) vs [Amazon](company) salary,Google vs Amazon salary,answered,dry-run,,0,
compare_companies (16 variations),[TCS](company) vs [Wipro](company) package,TCS vs Wipro package,answered,dry-run,,0,
compare_companies (16 variations),difference between [Microsoft](company) and [Infosys](company),difference between Microsoft and Infosys,answered,dry-run,,0,
compare_companies (16 variations),which is better [IBM](company) or [HCL](company)?,which is better IBM or HCL?,answered,dry-run,,0,
compare_companies (16 variations),[Adobe](company) or [Oracle](company) which is easier?,Adobe or Oracle which is easier?,answered,dry-run,,0,
compare_companies (16 variations),[Flipkart](company) vs [Razorpay](company),Flipkart vs Razorpay,answered,dry-run,,0,
count_companies_by_criteria (7 variations),How many companies allow CGPA above 8?,How many companies allow CGPA above 8?,answered,dry-run,,0,
count_companies_by_criteria (7 variations),how many tier 1 companies?,how many tier 1 companies?,answered,dry-run,,0,
count_companies_by_criteria (7 variations),number of companies for CS,number of companies for CS,answered,dry-run,,0,
count_companies_by_criteria (7 variations),count high paying companies,count high paying companies,answered,dry-run,,0,
count_companies_by_criteria (7 variations),how many companies accept 6 cgpa?,how many companies accept 6 cgpa?,answered,dry-run,,0,
count_companies_by_criteria (7 variations),total number of companies,total number of companies,answered,dry-run,,0,
count_companies_by_criteria (7 variations),how many companies are there,how many companies are there,answered,dry-run,,0,
eligible_companies (12 variations),Which companies am I eligible for?,Which companies am I eligible for?,answered,dry-run,,0,
eligible_companies (12 variations),Show eligible companies,Show eligible companies,answered,dry-run,,0,
eligible_companies (12 variations),List companies I can apply to,List companies I can apply to,answered,dry-run,,0,
eligible_companies (12 variations),What companies match my profile?,What companies match my profile?,answered,dry-run,,0,
eligible_companies (12 variations),Get eligible companies for me,Get eligible companies for me,answered,dry-run,,0,
eligible_companies (12 variations),Which companies should I target?,Which companies should I target?,answered,dry-run,,0,
eligible_companies (12 variations),Show companies I'm eligible for,Show companies I'm eligible for,answered,dry-run,,0,
eligible_companies (12 variations),What are my options?,What are my options?,answered,dry-run,,0,
eligible_companies (12 variations),List matching companies,List matching companies,answered,dry-run,,0,
eligible_companies (12 variations),Companies I can sit for,Companies I can sit for,answered,dry-run,,0,
eligible_companies (12 variations),Find eligible companies,Find eligible companies,answered,dry-run,,0,
eligible_companies (12 variations),"My student ID is 200001, which companies am I eligible?","My student ID is 200001, which companies am I eligible?",answered,dry-run,,0,
goodbye (6 variations),bye,bye,answered,dry-run,,0,
goodbye (6 variations),goodbye,goodbye,answered,dry-run,,0,
goodbye (6 variations),see you later,see you later,answered,dry-run,,0,
goodbye (6 variations),talk to you later,talk to you later,answered,dry-run,,0,
goodbye (6 variations),exit,exit,answered,dry-run,,0,
goodbye (6 variations),quit,quit,answered,dry-run,,0,
greet (7 variations),hey,hey,answered,dry-run,,0,
greet (7 variations),hello,hello,answered,dry-run,,0,
greet (7 variations),hi,hi,answered,dry-run,,0,
greet (7 variations),good morning,good morning,answered,dry-run,,0,
greet (7 variations),good evening,good evening,answered,dry-run,,0,
greet (7 variations),start,start,answered,dry-run,,0,
greet (7 variations),hi there,hi there,answered,dry-run,,0,
inform_company (34 variations),Microsoft,Microsoft,answered,dry-run,,0,
inform_company (34 variations),Google,Google,answered,dry-run,,0,
inform_company (34 variations),Amazon,Amazon,answered,dry-run,,0,
inform_company (34 variations),TCS,TCS,answered,dry-run,,0,
inform_company (34 variations),Infosys,Infosys,answered,dry-run,,0,
inform_company (34 variations),Wipro,Wipro,answered,dry-run,,0,
inform_company (34 variations),Accenture,Accenture,answered,dry-run,,0,
inform_company (34 variations),IBM,IBM,answered,dry-run,,0,
inform_company (34 variations),Cognizant,Cognizant,answered,dry-run,,0,
inform_company (34 variations),HCL,HCL,answered,dry-run,,0,
inform_company (34 variations),Oracle,Oracle,answered,dry-run,,0,
inform_company (34 variations),Adobe,Adobe,answered,dry-run,,0,
inform_company (34 variations),Flipkart,Flipkart,answered,dry-run,,0,
inform_company (34 variations),Razorpay,Razorpay,answered,dry-run,,0,
inform_company (34 variations),Swiggy,Swiggy,answered,dry-run,,0,
inform_company (34 variations),Zomato,Zomato,answered,dry-run,,0,
inform_company (34 variations),CRED,CRED,answered,dry-run,,0,
inform_company (34 variations),Netflix,Netflix,answered,dry-run,,0,
inform_company (34 variations),Uber,Uber,answered,dry-run,,0,
inform_company (34 variations),Meta,Meta,answered,dry-run,,0,
inform_company (34 variations),Apple,Apple,answered,dry-run,,0,
inform_company (34 variations),Samsung,Samsung,answered,dry-run,,0,
inform_company (34 variations),Jio,Jio,answered,dry-run,,0,
inform_company (34 variations),Reliance,Reliance,answered,dry-run,,0,
inform_company (34 variations),Tata,Tata,answered,dry-run,,0,
inform_company (34 variations),Cisco,Cisco,answered,dry-run,,0,
inform_company (34 variations),Intel,Intel,answered,dry-run,,0,
inform_company (34 variations),AMD,AMD,answered,dry-run,,0,
inform_company (34 variations),Nvidia,Nvidia,answered,dry-run,,0,
inform_company (34 variations),HP,HP,answered,dry-run,,0,
inform_company (34 variations),Dell,Dell,answered,dry-run,,0,
inform_company (34 variations),Lenovo,Lenovo,answered,dry-run,,0,
inform_company (34 variations),Sony,Sony,answered,dry-run,,0,
inform_company (34 variations),LG,LG,answered,dry-run,,0,
inform_student_id (16 variations),My student ID is [200001](student_id),My student ID is 200001,answered,dry-run,,0,
inform_student_id (16 variations),My ID is [200051](student_id),My ID is 200051,answered,dry-run,,0,
inform_student_id (16 variations),I am [200001](student_id),I am 200001,answered,dry-run,,0,
inform_student_id (16 variations),I'm student [200050](student_id),I'm student 200050,answered,dry-run,,0,
inform_student_id (16 variations),My student number is [200010](student_id),My student number is 200010,answered,dry-run,,0,
inform_student_id (16 variations),ID: [200001](student_id),ID: 200001,answered,dry-run,,0,
inform_student_id (16 variations),Student ID [200051](student_id),Student ID 200051,answered,dry-run,,0,
inform_student_id (16 variations),I have ID [200025](student_id),I have ID 200025,answered,dry-run,,0,
inform_student_id (16 variations),My enrollment is [200001](student_id),My enrollment is 200001,answered,dry-run,,0,
inform_student_id (16 variations),Register me as [200001](student_id),Register me as 200001,answered,dry-run,,0,
inform_student_id (16 variations),Register my ID [200051](student_id),Register my ID 200051,answered,dry-run,,0,
inform_student_id (16 variations),My ID number is [200025](student_id),My ID number is 200025,answered,dry-run,,0,
inform_student_id (16 variations),[200001](student_id) is my ID,200001 is my ID,answered,dry-run,,0,
inform_student_id (16 variations),I'm [200050](student_id),I'm 200050,answered,dry-run,,0,
inform_student_id (16 variations),Register [200001](student_id),Register 200001,answered,dry-run,,0,
inform_student_id (16 variations),my id [200051](student_id),my id 200051,answered,dry-run,,0,
list_companies_allowing_backlogs (2 variations),Which companies allow students with backlogs?,Which companies allow students with backlogs?,answered,dry-run,,0,
list_companies_allowing_backlogs (2 variations),Can I apply with 1 backlog?,Can I apply with 1 backlog?,answered,dry-run,,0,
list_companies_by_branch (7 variations),Companies for CS students,Companies for CS students,answered,dry-run,,0,
list_companies_by_branch (7 variations),which companies hire ECE?,which companies hire ECE?,answered,dry-run,,0,
list_companies_by_branch (7 variations),companies for IT branch,companies for IT branch,answered,dry-run,,0,
list_companies_by_branch (7 variations),CS eligible companies,CS eligible companies,answered,dry-run,,0,
list_companies_by_branch (7 variations),companies accepting all branches,companies accepting all branches,answered,dry-run,,0,
list_companies_by_branch (7 variations),ECE companies list,ECE companies list,answered,dry-run,,0,
list_companies_by_branch (7 variations),companies for electrical students,companies for electrical students,answered,dry-run,,0,
list_companies_by_category (15 variations),Show product companies,Show product companies,answered,dry-run,,0,
list_companies_by_category (15 variations),Show service companies,Show service companies,answered,dry-run,,0,
list_companies_by_category (15 variations),List product based companies,List product based companies,answered,dry-run,,0,
list_companies_by_category (15 variations),List IT service companies,List IT service companies,answered,dry-run,,0,
list_companies_by_category (15 variations),Which companies are product based?,Which companies are product based?,answered,dry-run,,0,
list_companies_by_category (15 variations),Which are service companies?,Which are service companies?,answered,dry-run,,0,
list_companies_by_category (15 variations),Show companies with easy hiring process,Show companies with easy hiring process,answered,dry-run,,0,
list_companies_by_category (15 variations),List easiest companies to get into,List easiest companies to get into,answered,dry-run,,0,
list_companies_by_category (15 variations),Which companies have easy selection process?,Which companies have easy selection process?,answered,dry-run,,0,
list_companies_by_category (15 variations),show service based companies,show service based companies,answered,dry-run,,0,
list_companies_by_category (15 variations),product only companies,product only companies,answered,dry-run,,0,
list_companies_by_category (15 variations),IT services companies list,IT services companies list,answered,dry-run,,0,
list_companies_by_category (15 variations),which companies are easiest to crack?,which companies are easiest to crack?,answered,dry-run,,0,
list_companies_by_category (15 variations),easiest placement companies,easiest placement companies,answered,dry-run,,0,
list_companies_by_category (15 variations),companies with simple hiring process,companies with simple hiring process,answered,dry-run,,0,
list_companies_by_cgpa (4 variations),Which companies allow CGPA above 7?,Which companies allow CGPA above 7?,answered,dry-run,,0,
list_companies_by_cgpa (4 variations),Which companies allow CGPA above 6.5?,Which companies allow CGPA above 6.5?,answered,dry-run,,0,
list_companies_by_cgpa (4 variations),Which companies allow low CGPA students?,Which companies allow low CGPA students?,answered,dry-run,,0,
list_companies_by_cgpa (4 variations),What companies require CGPA above 8?,What companies require CGPA above 8?,answered,dry-run,,0,
list_high_paying_companies (5 variations),What companies offer more than 20 LPA?,What companies offer more than 20 LPA?,answered,dry-run,,0,
list_high_paying_companies (5 variations),Which companies offer the highest salary?,Which companies offer the highest salary?,answered,dry-run,,0,
list_high_paying_companies (5 variations),What companies offer packages between 10 and 20 LPA?,What companies offer packages between 10 and 20 LPA?,answered,dry-run,,0,
list_high_paying_companies (5 variations),Which companies offer the lowest packages?,Which companies offer the lowest packages?,answered,dry-run,,0,
list_high_paying_companies (5 variations),Which companies offer more than 15 LPA average?,Which companies offer more than 15 LPA average?,answered,dry-run,,0,
list_tier1_companies (5 variations),Which companies are coming for placements?,Which companies are coming for placements?,answered,dry-run,,0,
list_tier1_companies (5 variations),Show me the list of companies in the dataset.,Show me the list of companies in the dataset.,answered,dry-run,,0,
list_tier1_companies (5 variations),Which companies are Tier 1?,Which companies are Tier 1?,answered,dry-run,,0,
list_tier1_companies (5 variations),Which companies are Tier 2?,Which companies are Tier 2?,answered,dry-run,,0,
list_tier1_companies (5 variations),Which companies are Tier 3?,Which companies are Tier 3?,answered,dry-run,,0,
placement_advice_query (4 variations),Should I target high paying companies?,Should I target high paying companies?,answered,dry-run,,0,
placement_advice_query (4 variations),Am I likely to get into top tech companies?,Am I likely to get into top tech companies?,answered,dry-run,,0,
placement_advice_query (4 variations),"Based on my prediction, should I focus on product companies or service companies?","Based on my prediction, should I focus on product companies or service companies?",answered,dry-run,,0,
placement_advice_query (4 variations),Should I expect a high salary offer?,Should I expect a high salary offer?,answered,dry-run,,0,
placement_analytical_query (6 variations),What are my chances of getting placed with a salary above 10 LPA?,What are my chances of getting placed with a salary above 10 LPA?,answered,dry-run,,0,
placement_analytical_query (6 variations),"If my placement probability is high, what salary should I expect?","If my placement probability is high, what salary should I expect?",answered,dry-run,,0,
placement_analytical_query (6 variations),Which companies offer the salary range predicted for me?,Which companies offer the salary range predicted for me?,answered,dry-run,,0,
placement_analytical_query (6 variations),What role can help me achieve more than 15 LPA?,What role can help me achieve more than 15 LPA?,answered,dry-run,,0,
placement_analytical_query (6 variations),What are my chances of getting a package above 20 LPA in recommended companies?,What are my chances of getting a package above 20 LPA in recommended companies?,answered,dry-run,,0,
placement_analytical_query (6 variations),"If I get placed, what is the most likely salary I will get?","If I get placed, what is the most likely salary I will get?",answered,dry-run,,0,
placement_explanation_query (5 variations),Can you explain my salary prediction?,Can you explain my salary prediction?,answered,dry-run,,0,
placement_explanation_query (5 variations),Why is my placement probability low?,Why is my placement probability low?,answered,dry-run,,0,
placement_explanation_query (5 variations),Why is my predicted salary high?,Why is my predicted salary high?,answered,dry-run,,0,
placement_explanation_query (5 variations),Can I improve my placement chances?,Can I improve my placement chances?,answered,dry-run,,0,
placement_explanation_query (5 variations),How can I increase my expected salary?,How can I increase my expected salary?,answered,dry-run,,0,
placement_probability (13 variations),What's my placement probability?,What's my placement probability?,answered,dry-run,,0,
placement_probability (13 variations),What are my placement chances?,What are my placement chances?,answered,dry-run,,0,
placement_probability (13 variations),Check my placement probability,Check my placement probability,answered,dry-run,,0,
placement_probability (13 variations),Can I get placed?,Can I get placed?,answered,dry-run,,0,
placement_probability (13 variations),Get my placement prediction,Get my placement prediction,answered,dry-run,,0,
placement_probability (13 variations),What's the chance I'll get placed?,What's the chance I'll get placed?,answered,dry-run,,0,
placement_probability (13 variations),Analyze my placement probability,Analyze my placement probability,answered,dry-run,,0,
placement_probability (13 variations),Will I get placed?,Will I get placed?,answered,dry-run,,0,
placement_probability (13 variations),Show my placement stats,Show my placement stats,answered,dry-run,,0,
placement_probability (13 variations),Calculate my placement chances,Calculate my placement chances,answered,dry-run,,0,
placement_probability (13 variations),"My student ID is 200001, what's my placement probability?","My student ID is 200001, what's my placement probability?",answered,dry-run,,0,
placement_probability (13 variations),Check placement for student 200010,Check placement for student 200010,answered,dry-run,,0,
placement_probability (13 variations),What's the probability of getting placed for 200050?,What's the probability of getting placed for 200050?,answered,dry-run,,0,
placement_probability_query (10 variations),Please show my placement probability in percentage format,Please show my placement probability in percentage format,answered,dry-run,,0,
placement_probability_query (10 variations),Give me my model placement confidence with explanation,Give me my model placement confidence with explanation,answered,dry-run,,0,
placement_probability_query (10 variations),Placement probability query for my profile,Placement probability query for my profile,answered,dry-run,,0,
placement_probability_query (10 variations),I want my placement chance report from prediction model,I want my placement chance report from prediction model,answered,dry-run,,0,
placement_probability_query (10 variations),Tell me my predicted placement percentage and reason,Tell me my predicted placement percentage and reason,answered,dry-run,,0,
placement_probability_query (10 variations),Show placement probability analysis with role and salary context,Show placement probability analysis with role and salary context,answered,dry-run,,0,
placement_probability_query (10 variations),Explain my placement chance category from the model,Explain my placement chance category from the model,answered,dry-run,,0,
placement_probability_query (10 variations),What does the model say about my placement likelihood today?,What does the model say about my placement likelihood today?,answered,dry-run,,0,
placement_probability_query (10 variations),Provide placement confidence report based on my student record,Provide placement confidence report based on my student record,answered,dry-run,,0,
placement_probability_query (10 variations),Share my predicted placement percent and matching companies,Share my predicted placement percent and matching companies,answered,dry-run,,0,
placement_summary_query (6 variations),What are my placement chances and expected salary?,What are my placement chances and expected salary?,answered,dry-run,,0,
placement_summary_query (6 variations),Can you tell me my predicted role and salary?,Can you tell me my predicted role and salary?,answered,dry-run,,0,
placement_summary_query (6 variations),What companies should I apply to and what salary can I expect?,What companies should I apply to and what salary can I expect?,answered,dry-run,,0,
placement_summary_query (6 variations),What are my chances of getting placed and which companies should I target?,What are my chances of getting placed and which companies should I target?,answered,dry-run,,0,
placement_summary_query (6 variations),What job role and salary is predicted for me?,What job role and salary is predicted for me?,answered,dry-run,,0,
placement_summary_query (6 variations),What is my placement probability and expected salary range?,What is my placement probability and expected salary range?,answered,dry-run,,0,
realistic_student_query (5 variations),Will I get placed this year?,Will I get placed this year?,answered,dry-run,,0,
realistic_student_query (5 variations),Can I get a 10 LPA package?,Can I get a 10 LPA package?,answered,dry-run,,0,
realistic_student_query (5 variations),Which companies can I realistically get into?,Which companies can I realistically get into?,answered,dry-run,,0,
realistic_student_query (5 variations),Is my profile good for product companies?,Is my profile good for product companies?,answered,dry-run,,0,
realistic_student_query (5 variations),Do I have a chance of getting a high package?,Do I have a chance of getting a high package?,answered,dry-run,,0,
recommended_companies_query (6 variations),Give me recommended companies from my prediction model,Give me recommended companies from my prediction model,answered,dry-run,,0,
recommended_companies_query (6 variations),Recommended companies query for my placement profile,Recommended companies query for my placement profile,answered,dry-run,,0,
recommended_companies_query (6 variations),Show recruiters mapped to my predicted role and salary,Show recruiters mapped to my predicted role and salary,answered,dry-run,,0,
recommended_companies_query (6 variations),Provide a company recommendation list with reasoning,Provide a company recommendation list with reasoning,answered,dry-run,,0,
recommended_companies_query (6 variations),Which matching companies are suggested by the model output?,Which matching companies are suggested by the model output?,answered,dry-run,,0,
recommended_companies_query (6 variations),Share my recommended recruiters with placement probability context,Share my recommended recruiters with placement probability context,answered,dry-run,,0,
salary_comparison_query (4 variations),Is it more likely that I will get above 5 LPA or above 10 LPA?,Is it more likely that I will get above 5 LPA or above 10 LPA?,answered,dry-run,,0,
salary_comparison_query (4 variations),What is the difference between my minimum and maximum salary prediction?,What is the difference between my minimum and maximum salary prediction?,answered,dry-run,,0,
salary_comparison_query (4 variations),Is my probability higher for 5 LPA or 15 LPA?,Is my probability higher for 5 LPA or 15 LPA?,answered,dry-run,,0,
salary_comparison_query (4 variations),Which salary bracket am I most likely to fall into?,Which salary bracket am I most likely to fall into?,answered,dry-run,,0,
salary_prediction_query (8 variations),Give me the salary prediction report for my profile,Give me the salary prediction report for my profile,answered,dry-run,,0,
salary_prediction_query (8 variations),Show my expected CTC with explanation from the model,Show my expected CTC with explanation from the model,answered,dry-run,,0,
salary_prediction_query (8 variations),Salary prediction query for my student profile,Salary prediction query for my student profile,answered,dry-run,,0,
salary_prediction_query (8 variations),I want model-based salary estimate in LPA with reasons,I want model-based salary estimate in LPA with reasons,answered,dry-run,,0,
salary_prediction_query (8 variations),Provide my estimated package and probability breakdown,Provide my estimated package and probability breakdown,answered,dry-run,,0,
salary_prediction_query (8 variations),Explain why this salary is predicted for me,Explain why this salary is predicted for me,answered,dry-run,,0,
salary_prediction_query (8 variations),Show my salary expectation using historical placement model,Show my salary expectation using historical placement model,answered,dry-run,,0,
salary_prediction_query (8 variations),Share my predicted salary details and confidence insights,Share my predicted salary details and confidence insights,answered,dry-run,,0,
salary_range_query (7 variations),Show min mid max salary range from my prediction row,Show min mid max salary range from my prediction row,answered,dry-run,,0,
salary_range_query (7 variations),Salary range query with conservative and optimistic values,Salary range query with conservative and optimistic values,answered,dry-run,,0,
salary_range_query (7 variations),I need my minimum mid and maximum salary estimate,I need my minimum mid and maximum salary estimate,answered,dry-run,,0,
salary_range_query (7 variations),Give my salary bracket report in LPA,Give my salary bracket report in LPA,answered,dry-run,,0,
salary_range_query (7 variations),Explain my lower and upper salary bounds from model output,Explain my lower and upper salary bounds from model output,answered,dry-run,,0,
salary_range_query (7 variations),What is my predicted salary interval according to the model?,What is my predicted salary interval according to the model?,answered,dry-run,,0,
salary_range_query (7 variations),Provide salary range analysis for my student id,Provide salary range analysis for my student id,answered,dry-run,,0,
skill_gap_analysis (12 variations),What are my skill gaps?,What are my skill gaps?,answered,dry-run,,0,
skill_gap_analysis (12 variations),Analyze my skills,Analyze my skills,answered,dry-run,,0,
skill_gap_analysis (12 variations),Show my skill scores,Show my skill scores,answered,dry-run,,0,
skill_gap_analysis (12 variations),Where do I need improvement?,Where do I need improvement?,answered,dry-run,,0,
skill_gap_analysis (12 variations),Identify my weak areas,Identify my weak areas,answered,dry-run,,0,
skill_gap_analysis (12 variations),What skills should I improve?,What skills should I improve?,answered,dry-run,,0,
skill_gap_analysis (12 variations),Skill gap analysis,Skill gap analysis,answered,dry-run,,0,
skill_gap_analysis (12 variations),Where do I stand in terms of skills?,Where do I stand in terms of skills?,answered,dry-run,,0,
skill_gap_analysis (12 variations),Show all my skill scores,Show all my skill scores,answered,dry-run,,0,
skill_gap_analysis (12 variations),What skills do I need to work on?,What skills do I need to work on?,answered,dry-run,,0,
skill_gap_analysis (12 variations),Compare my skills,Compare my skills,answered,dry-run,,0,
skill_gap_analysis (12 variations),Get skill recommendations for my profile,Get skill recommendations for my profile,answered,dry-run,,0,
thank_you (6 variations),thanks,thanks,answered,dry-run,,0,
thank_you (6 variations),thank you,thank you,answered,dry-run,,0,
thank_you (6 variations),thanks a lot,thanks a lot,answered,dry-run,,0,
thank_you (6 variations),thank you so much,thank you so much,answered,dry-run,,0,
thank_you (6 variations),appreciate it,appreciate it,answered,dry-run,,0,
thank_you (6 variations),that helps,that helps,answered,dry-run,,0,
